colours,black,blue,brown,grey,green,orange,pink,purple,red,white,yellow
places in a city,park,store,post office,bank,street,road,parking meter,pedestrian crossing,bus stop,train station,fire station,police station
classroom,blackboard,blackboard eraser,book,bookcase,notice board,calendar,chair,chalk,clock,computer,desk,dictionary,eraser,map,notebook,pen,pencil,pencil sharpener,textbook,white board
clothings,belt,boots,cap,coat,dress,gloves,hat,jacket,jeans,pajamas,pants,raincoat,scarf,shirt,shoes,skirt,slacks,slippers,socks,stockings,suit,sweater,sweatshirt,t-shirt,tie,trousers,underclothes,underpants,undershirt
cooking,bake,boil,broil,can opener,fry,grill,measuring cup,measuring spoon,microwave,mixing bowl,paper towels,poach,roast,rolling pin,scramble,simmer,knife,spoon,spatula,steam,strainer,timer,fork
fruits,apple,apricot,banana,blackberry,blueberry,cherry,cranberry,currant,fig,grape,grapefruit,grapes,kiwi,kumquat,lemon,lime,melon,nectarine,orange,peach,pear,persimmon,pineapple,plum,pomegranate,prune,raspberry,strawberry,tangerine,watermelon
transportation,airplane,bicycle,boat,bus,car,helicopter,horse,jet,motorcycle,ship,subway,taxi,train,truck
vegetables,asparagus,beans,broccoli,cabbage,carrot,celery,corn,cucumber,eggplant,green pepper,lettuce,onion,peas,potato,pumpkin,radish,spinach,sweet potato,tomato,turnip
geography,beach,desert,forest,hill,mountain,ocean,pond,river,lake,sea,stream,valley,waterfall,woods
house,attic,basement,bath tub,bathroom,bed,bedroom,blanket,bookcase,carpet,ceiling,chair,closet,couch,curtain,desk,dining room,door,fan,floor,furniture,garage,hall,hallway,key,kitchen,lamp,living room,lock,mirror,picture,porch,roof,room,rug,shelf,sink,sofa,stairs,table,toilet,wall,window,bathtub,book shelf,chest of drawers,coffee table,cupboard,dryer,entrance,garden,house,microwave,oven,pillow,radio,refrigerator,rocking chair,stove,television,vacuum cleaner,washer
countries,China,India,United States,Indonesia,Brazil,Pakistan,Bangladesh,Russia,Nigeria,Japan,Mexico,Philippines,Vietnam,Germany,Egypt,Ethiopia,Turkey,Iran,Thailand,Congo,France,United Kingdom,Italy,South Korea,Burma,Ukraine,South Africa,Colombia,Sudan,Spain,Argentina,Poland,Tanzania,Kenya,Morocco,Canada,Algeria,Afghanistan,Peru,Nepal,Uganda,Uzbekistan,Saudi Arabia,Iraq,Venezuela,Malaysia,North Korea,Taiwan,Ghana,Romania,China,United States of America,India,North Korea,Russia,South Korea,Pakistan,Iran,Turkey,Vietnam,Myanmar,Egypt,Taiwan,Syria,Thailand,Ukraine,Indonesia,Germany,Brazil,France,Ehtiopia,Japan,Italy,United Kingdom,Saudi Arabia,Morocco,Mexico,Spain,Greece,Israel
food,bagel,bread,cereal,cheese,croissant,egg,fish,ketchup,mayonnaise,noodles,pancakes,pasta,peanuts,rice,roll,salad,sandwich,shrimp,toast
drinks,beer,brandy,cocoa,cocktail,coffee,coke,green tea,ice coffee,ice tea,juice,lemonade,liquor,milk,milkshake,orange juice,punch,soda,soft drink,tea,tomato juice,water,whiskey,wine
dessert,apple pie,birthday cake,cake,candy,chocolate cake,chocolate bar,chocolate chip cookie,cookies,donut,doughnuts,fruit,ice cream,muffin,pie,potato chips,pudding,sweet rolls,whip cream
flowers,begonia,carnation,crocus,daffodil,dahlia,daisy,foxglove,geranium,gladiolus,hyacinth,iris,jasmine,lilac,lily,mimosa,narcissus,orchid,pansy,peony,poppy,rose,sunflower,thistle,tulip,violet
continents,Africa,Antarctica,Asia,Australia,Europe,North America,South America
holidays,April Fools' Day,Carnival,Easter,Father's Day,Halloween,Mother's Day,Thanksgiving,Valentine's Day,Christmas,New Year's Day
valentine's day,arrow,candy,card,chocolate,cupid,February,flower,heart,hug,kiss,love,red,rose,sweet
shapes,circle,cone,cylinder,ellipse,hexagon,octagon,oval,parallelogram,pentagon,pyramid,rectangle,semicircle,sphere,square,star,trapezoid,triangle,wedge,whorl
musical instruments,accordion,agogo bells,bagpipes,banjo,baritone,bass drum,bassoon,bongos,cello,chimes,clarinet,claves,conga,cornet,cowbell,crash cymbal,cymbal,drum,drum set,electric guitar,euphonium,flute,French horn,glockenspiel,gong,grand piano,guitar,harmonica,harp,kettledrum,lute,mandolin,maracas,marimba,oboe,orchestra bells,piano,piccolo,recorder,ride cymbal,saxophone,scraper,sizzle cymbal,snare drum,sousaphone,splash cymbal,steel drums,tenor drum,timbales,timpani,tom-tom,triangle,trombone,trumpet,tuba,vibraphone,violin,xylophone,contrbasson,double bass,castanet,viola
stationary,clip,clipboard,correction fluid,correction tape,eraser,folder,fountain pen,glue,paper,paper clips,paper punch,pen,pencil,sharpener,stamp,ruler,stamp rack,staple remover,stapler,staples,tape,tape dispenser
weapons,atomic bomb,bomb,bow and arrow,cannon,club,gun,hand grenade,knife,land mine,missile,nuclear bomb,revolver,rifle,spear,stone,sword,tank
sports,aquatics,archery,athletics,badminton,baseball,basketball,boxing,canoeing,cycling,fencing,football,gymnastics,handball,hockey,judo,rowing,sailing,shooting,softball,table tennis,taekwondo,tennis,triathlon,volleyball,weightlifting,bowling,car racing,golf,hang gliding,horse racing,jogging,motorcycle racing,para gliding,polo,rugby,scuba diving,skiing,skin diving,snow-boarding,soccer,squash,swimming,track and field
carpentry tools,wrench,brace,C-clamp,drill press,electric drill,hacksaw,hammer,hand drill,handsaw,mallet,plane,pliers,screwdriver,vise,saw
mystical creatures,capricorn,yeti,android,dragon,Martian,mermaid,nessie,ogre,phoenix,robot,snowman,sphinx,spirit,unicorn,vampire,werewolf,titan,troll,pheonix,medusa,mummy,centaur,angel,cyclops,beast,demon,devil,elf,fairy,giant,ghost,gnome,godzilla,golem,hydra,leprechaun,witch,zombie
