animals,alligator,ant,bear,bee,bird,camel,cat,cheetah,chicken,chimpanzee,cow,crocodile,deer,dog,dolphin,duck,eagle,elephant,fish,fly,fox,frog,giraffe,goat,goldfish,hamster,hippopotamus,horse,kangaroo,kitten,leopard,lion,lizard,lobster,monkey,octopus,ostrich,otter,owl,oyster,panda,parrot,pelican,pig,pigeon,porcupine,puppy,rabbit,rat,reindeer,rhinoceros,rooster,scorpion,seal,shark,sheep,shrimp,snail,snake,sparrow,spider,squid,squirrel,swallow,swan,tiger,toad,tortoise,turtle,vulture,walrus,weasel,whale,wolf,zebra,aardvark,llama,anteater,armadillo,baboon,badger,beaver,cougar,gazelle,gorilla,ocelot,panther,wallaby,puma,lynx,bobcat,jaguar,hyena,bull,calf,donkey,goose,hen,lamb,turkey,carp,mouse
birds,albatross,buzzard,chick,condor,cormorant,crow,duck,duckling,eagle,gander,goose,gosling,grouse,hawk,hen,heron,partridge,pelican,pheasant,ptarmigan,puffin,quail,raven,seagull,sparrow,swallow,swan,turkey,vulture
body,ankle,arch,arm,armpit,beard,breast,calf,cheek,chest,chin,earlobe,elbow,eyebrow,eyelash,eyelid,face,finger,forearm,forehead,gum,heel,hip,index finger,jaw,knee,knuckle,leg,lip,mouth,mustache,nail,neck,nostril,palm,pinkie,pupil,scalp,shin,shoulder,sideburns,thigh,throat,thumb,tongue,tooth,waist,wrist,ankle,arm,back,beard,blood,body,bone,brain,cheek,chest,chin,ear,ears,elbow,eye,eyes,face,feet,finger,flesh,foot,hair,hand,hands,head,heart,hip,knee,knees,leg,legs,lip,moustache,mouth,muscle,nail,neck,nose,shoulder,skin,stomach,teeth,throat,thumb,thumbs,toe,toes,tongue,tooth,wrist
hand,fist,fore finger,knuckle,little finger,middle finger,nail,palm,third finger,thumb,wrist
reading material,book,brochure,comic book,dictionary,encyclopedia,hardcover,magazine,novel,paperback,periodical,pamphlet,textbook
computer,click,copy,cut,command,database,delete,file,find,font,format,graphic,icon,hardware,input,Internet,keyboard,memory,menu,modem,mouse,multimedia,network,output,paste,peripheral,printer,save,scanner,search,select,software,text
occupations,surgeon,teacher,therapist,translator,translator,undertaker,veterinarian,videographer,waiter,waitress,writer,farmer,filmmaker,fisherman,flight attendant,jeweler,judge,lawyer,mechanic,musician,nutritionist,nurse,optician,painter,pharmacist,photographer,physician,physician's assistant,pilot,plumber,police officer,politician,professor,programmer,psychologist,receptionist,salesman,salesperson,saleswoman,secretary,singer,accountant,actor,actress,air traffic controller,architect,artist,attorney,banker,bartender,barber,bookkeeper,builder,businessman,businesswoman,businessperson,butcher,carpenter,cashier,chef,coach,dental hygienist,dentist,designer,developer,dietician,doctor,economist,editor,electrician,engineer
health,ache,allergy,antihistamine,appetite,aspirin,bandage,blood,bone,broken,bronchitis,bruise,cast,clinic,cold,contagious,cough,crutch,cut,diarrhea,dizzy,fever,first aid,flu,headache,hives,infection,influenza,injection,injury,medication,muscle,nausea,pain,painful,prescription,rash,sneeze,splint,sprain,stomach,tendon,thermometer,virus,vomit,waiting room,wound
family members,mother,father,dad,parent,children,son,daughter,sister,brother,grandmother,grandfather,grandparent,grandson,granddaughter,grandchild,aunt,uncle,niece,nephew,cousin,husband,wife,partner
weather,sunny,rainy,windy,thunderstorm,atmosphere,lightning
